name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score,Annual_Class_BP,Household_Class_BP,EV_Class_BP,Carbon_Reduction_kgCO2,Carbon_Reduction_tonsCO2,Estimated_System_kW,Estimated_System_MW,Estimated_Solar_Cost_USD,Estimated_Solar_Cost_Million_USD
Walmart Neighborhood Market,retail,"Denton County, Texas",Flower Mound Road,33.015982005238484,-97.07198128,58642.97472,38117.93,3541.155697,1137419.0,1137.42,3116.2,86.5,3652,28492,0,1,0.0615,Medium,Low,Low,381035.0,381.04,708.23,0.708,1416460.0,1.416
Retail on Cross Timbers Road,retail,"Denton County, Texas",Cross Timbers Road,33.034734534023286,-97.07221232,85835.30695026965,55792.95,5183.165055,1664833.0,1664.83,4561.2,126.6,4132,32604,1,4,0.0719,Medium,Medium,Low,557719.0,557.72,1036.63,1.037,2073260.0,2.073
Public Storage,commercial,"Denton County, Texas",Legacy Drive,33.14830483012293,-96.84894343,38177.80834588839,24815.58,2305.367382,740484.0,740.48,2028.7,56.3,4665,36695,7,26,0.0741,Low,Medium,Medium,248062.0,248.06,461.07,0.461,922140.0,0.922
Texas Ford Aquatics,commercial,"Denton County, Texas",Legacy Drive,33.14747759280044,-96.84894032,34060.88613507817,22139.58,2056.766982,660634.0,660.63,1810.0,50.2,4720,36882,7,26,0.0744,Low,Medium,Medium,221312.0,221.31,411.35,0.411,822700.0,0.823
Retail on Legacy Drive,retail,"Denton County, Texas",Legacy Drive,33.15810640400559,-96.84739616,26408.475207905944,17165.51,1594.675879,512210.0,512.21,1403.3,38.9,3855,33998,8,20,0.0606,Low,Low,Medium,171590.0,171.59,318.94,0.319,637880.0,0.638
Industrial on Hobie Point Drive,industrial,"Denton County, Texas",Hobie Point Drive,33.061162198340654,-96.90824494,78513.26212765709,51033.62,4741.023298,1522817.0,1522.82,4172.1,115.8,2804,28564,17,30,0.0512,Medium,Low,High,510144.0,510.14,948.2,0.948,1896400.0,1.896
Office on Plano Parkway,office,"Denton County, Texas",Plano Parkway,33.05029860912522,-96.87212902,75923.29278563181,49350.14,4584.628006,1472583.0,1472.58,4034.5,112.0,3906,40799,2,47,0.0673,Medium,Low,Low,493315.0,493.32,916.93,0.917,1833860.0,1.834
Industrial on Dale Earnhardt Way,industrial,"Denton County, Texas",Dale Earnhardt Way,33.03361213798993,-97.25796611,1264982.205384283,822238.43,76385.950147,24535167.0,24535.17,67219.6,1865.5,809,7541,2,4,0.1637,High,Low,Low,8219281.0,8219.28,15277.19,15.277,30554380.0,30.554
Retail on Hebron Parkway,retail,"Denton County, Texas",Hebron Parkway,33.01144507617614,-96.97236374,32200.979647703145,20930.64,1944.456456,624559.0,624.56,1711.1,47.5,4805,37694,7,19,0.0755,Low,Medium,Medium,209227.0,209.23,388.89,0.389,777780.0,0.778
Retail on Hebron Parkway,retail,"Denton County, Texas",Hebron Parkway,33.011164064185394,-96.97278349,33766.198501668216,21948.03,2038.971987,654918.0,654.92,1794.3,49.8,5020,37749,7,19,0.0789,Low,Medium,Medium,219398.0,219.4,407.79,0.408,815580.0,0.816
Retail on Waters Ridge Drive,retail,"Denton County, Texas",Waters Ridge Drive,33.0107342,-96.9731588,20791.614468325886,13514.55,1255.501695,403267.0,403.27,1104.8,30.7,5243,37806,7,19,0.0806,Low,Medium,Medium,135094.0,135.09,251.1,0.251,502200.0,0.502
Target,retail,"Denton County, Texas",Hebron Parkway,33.012518587635945,-96.97128238,181629.58804173555,118059.23,10967.702467,3522826.0,3522.83,9651.6,267.9,4237,37482,7,19,0.0849,High,Medium,Medium,1180147.0,1180.15,2193.54,2.194,4387080.0,4.387
Office on Lakepointe Drive,office,"Denton County, Texas",Lakepointe Drive,33.01586529545796,-96.97261453,34591.169671907206,22484.26,2088.787754,670919.0,670.92,1838.1,51.0,4169,37174,9,21,0.0663,Low,Medium,Medium,224758.0,224.76,417.76,0.418,835520.0,0.836
Warehouse on East Corporate Drive,warehouse,"Denton County, Texas",East Corporate Drive,33.02198497945221,-96.97493498,91327.94046612924,59363.16,5514.837564,1771366.0,1771.37,4853.1,134.7,3046,36698,7,23,0.0563,Medium,Low,Medium,593408.0,593.41,1102.97,1.103,2205940.0,2.206
Lakepointe Tech Center,office,"Denton County, Texas",Lakepointe Drive,33.02013149785513,-96.98187395,80494.58843132632,52321.48,4860.665492,1561246.0,1561.25,4277.4,118.7,6299,38065,6,24,0.1035,Medium,Medium,Medium,523017.0,523.02,972.13,0.972,1944260.0,1.944
Office on South Stemmons Freeway,office,"Denton County, Texas",South Stemmons Freeway,33.019780230540825,-96.98321943,25000.51604658181,16250.34,1509.656586,484902.0,484.9,1328.5,36.9,6817,38335,6,23,0.1046,Low,Medium,Medium,162442.0,162.44,301.93,0.302,603860.0,0.604
Warehouse on Lakepointe Drive,warehouse,"Denton County, Texas",Lakepointe Drive,33.02117300499109,-96.98147163,84008.80028140306,54605.72,5072.871388,1629406.0,1629.41,4464.1,123.9,5775,37902,6,25,0.0961,Medium,Medium,Medium,545851.0,545.85,1014.57,1.015,2029140.0,2.029
Industrial on Waters Ridge Drive,industrial,"Denton County, Texas",Waters Ridge Drive,33.026671682078835,-96.97653125,41122.90016799318,26729.89,2483.206781,797606.0,797.61,2185.2,60.6,2204,36245,5,25,0.0378,Low,Low,Medium,267198.0,267.2,496.64,0.497,993280.0,0.993
Warehouse on Lakeway Drive,warehouse,"Denton County, Texas",Lakeway Drive,33.01647907659181,-96.9763286,131508.4671797678,85480.5,7941.138449999999,2550694.0,2550.69,6988.2,193.9,5636,37551,9,22,0.0998,Medium,Medium,Medium,854482.0,854.48,1588.23,1.588,3176460.0,3.176
Commercial on Yates Street,commercial,"Denton County, Texas",Yates Street,33.02999723512252,-96.98677867,52828.81373997856,34338.73,3190.068017,1024650.0,1024.65,2807.3,77.9,4010,37725,5,27,0.0661,Medium,Medium,Medium,343258.0,343.26,638.01,0.638,1276020.0,1.276
Industrial on Denton Tap Road,industrial,"Denton County, Texas",Denton Tap Road,32.99806559460711,-96.99124037,372355.35527055664,242030.98,22484.678042,7222079.0,7222.08,19786.5,549.1,8178,38180,1,15,0.1665,High,Medium,Low,2419396.0,2419.4,4496.94,4.497,8993880.0,8.994
Commercial on Lakeside Parkway,commercial,"Denton County, Texas",Lakeside Parkway,32.99379229115501,-97.05318146,35931.709030437865,23355.61,2169.736169,696919.0,696.92,1909.4,53.0,2068,25759,0,8,0.0351,Low,Low,Low,233468.0,233.47,433.95,0.434,867900.0,0.868
Industrial on Lakeside Parkway,industrial,"Denton County, Texas",Lakeside Parkway,32.99326365,-97.0554705,250493.02676426823,162820.47,15126.021663,4858478.0,4858.48,13310.9,369.4,2205,25127,0,8,0.0629,High,Low,Low,1627590.0,1627.59,3025.2,3.025,6050400.0,6.05
Office on US Highway 380 East,office,"Denton County, Texas",US Highway 380 East,33.22047881991028,-96.90789729,24471.16414837757,15906.26,1477.691554,474635.0,474.64,1300.4,36.1,4476,24846,3,3,0.0696,Low,Medium,Medium,159003.0,159.0,295.54,0.296,591080.0,0.591
Office on US Highway 380 East,office,"Denton County, Texas",US Highway 380 East,33.22048025604578,-96.90696903,20159.821895043104,13103.88,1217.350452,391013.0,391.01,1071.3,29.7,4411,24901,3,3,0.0682,Low,Medium,Medium,130989.0,130.99,243.47,0.243,486940.0,0.487
Scheels,retail,"Denton County, Texas",Destination Drive,33.075364053999195,-96.8591841,139223.02616003025,90494.97,8406.982713,2700323.0,2700.32,7398.1,205.3,3693,37928,5,90,0.0717,Medium,Low,Medium,904608.0,904.61,1681.4,1.681,3362800.0,3.363
Retail on Bobcat Boulevard,retail,"Denton County, Texas",Bobcat Boulevard,33.01410027570883,-97.20337343,21640.63050274971,14066.41,1306.769489,419734.0,419.73,1150.0,31.9,832,9639,0,4,0.015,Low,Low,Low,140611.0,140.61,261.35,0.261,522700.0,0.523
Retail on Bobcat Boulevard,retail,"Denton County, Texas",Bobcat Boulevard,33.01364196693194,-97.20250902,22968.149061319247,14929.3,1386.93197,445483.0,445.48,1220.5,33.9,825,9631,0,4,0.015,Low,Low,Low,149237.0,149.24,277.39,0.277,554780.0,0.555
Retail on Justin Road,retail,"Denton County, Texas",Justin Road,33.07426871291485,-97.07586808,20997.58410073234,13648.43,1267.939147,407262.0,407.26,1115.8,31.0,2232,24436,2,3,0.0358,Low,Low,Low,136433.0,136.43,253.59,0.254,507180.0,0.507
Industrial on Unknown,industrial,"Denton County, Texas",Unknown,33.03157995000001,-97.30072115,323491.2854595476,210269.34,19534.021686,6274328.0,6274.33,17189.9,477.1,458,5148,0,6,0.0456,High,Low,Low,2101900.0,2101.9,3906.8,3.907,7813600.0,7.814
Warehouse on North Freeway,warehouse,"Denton County, Texas",North Freeway,33.01235335,-97.2868377,241479.0682960202,156961.39,14581.713131,4683646.0,4683.65,12831.9,356.1,851,8291,1,9,0.0416,High,Low,Low,1569021.0,1569.02,2916.34,2.916,5832680.0,5.833
Warehouse on North Freeway,warehouse,"Denton County, Texas",North Freeway,33.009843382302414,-97.28824389,311657.6580272019,202577.48,18819.447892,6044807.0,6044.81,16561.1,459.6,857,8807,0,11,0.0501,High,Low,Low,2025010.0,2025.01,3763.89,3.764,7527780.0,7.528
Warehouse on Heritage Parkway,warehouse,"Denton County, Texas",Heritage Parkway,33.01035653779235,-97.29184894,1102332.551873446,716516.16,66564.351264,21380470.0,21380.47,58576.6,1625.6,794,8360,0,11,0.1439,High,Low,Low,7162457.0,7162.46,13312.87,13.313,26625740.0,26.626
Restaurant Depot,retail,"Denton County, Texas",South Edmonds Lane,33.006137784370125,-97.00542423,67650.25759573551,43972.67,4085.061043,1312122.0,1312.12,3594.9,99.8,7286,40840,1,20,0.1167,Medium,Medium,Low,439561.0,439.56,817.01,0.817,1634020.0,1.634
Sally Beauty,warehouse,"Denton County, Texas",Wolff Crossing,33.023296321219284,-97.33084349,501377.8802928822,325895.62,30275.703098,9724556.0,9724.56,26642.6,739.4,630,5170,3,4,0.0695,High,Low,Medium,3257726.0,3257.73,6055.14,6.055,12110280.0,12.11
CTDI,warehouse,"Denton County, Texas",Chaplin Drive,33.02209650059479,-97.32760201,716621.1807,465803.77,43273.170233,13899342.0,13899.34,38080.4,1056.8,630,5349,3,4,0.0953,High,Low,Medium,4656280.0,4656.28,8654.63,8.655,17309260.0,17.309
Warehouse on Masch Branch Road,warehouse,"Denton County, Texas",Masch Branch Road,33.223901954324354,-97.19554222,43826.5258,28487.24,2646.4645960000003,850044.0,850.04,2328.9,64.6,450,10145,0,4,0.012,Medium,Low,Low,284765.0,284.76,529.29,0.529,1058580.0,1.059
Retail on West Byron Nelson Boulevard,retail,"Denton County, Texas",West Byron Nelson Boulevard,33.00670061273886,-97.23122757,20778.46865336936,13506.0,1254.7074,403012.0,403.01,1104.1,30.6,1886,11364,1,4,0.0306,Low,Low,Low,135009.0,135.01,250.94,0.251,501880.0,0.502
Retail on Grandscape Boulevard,retail,"Denton County, Texas",Grandscape Boulevard,33.07399091377808,-96.86149646,21323.3118566546,13860.15,1287.607935,413580.0,413.58,1133.1,31.4,3652,37886,3,87,0.057,Low,Low,Medium,138549.0,138.55,257.52,0.258,515040.0,0.515
Warehouse on Teasley Lane,warehouse,"Denton County, Texas",Teasley Lane,33.156934850000006,-97.10390325,34169.96554400976,22210.48,2063.353592,662749.0,662.75,1815.8,50.4,3756,24563,0,14,0.0601,Low,Low,Low,222021.0,222.02,412.67,0.413,825340.0,0.825
Retail on Flower Mound Road,retail,"Denton County, Texas",Flower Mound Road,33.01531812026219,-97.06862045,63242.38135483793,41107.55,3818.891395,1226628.0,1226.63,3360.6,93.3,3672,29713,0,3,0.0623,Medium,Low,Low,410920.0,410.92,763.78,0.764,1527560.0,1.528
Retail on Grandscape Boulevard,retail,"Denton County, Texas",Grandscape Boulevard,33.073424734703075,-96.86047997,32325.033005091536,21011.27,1951.946983,626965.0,626.96,1717.7,47.7,3606,38047,3,86,0.0576,Low,Low,Medium,210033.0,210.03,390.39,0.39,780780.0,0.781
Warehouse on Marina Vista Drive,warehouse,"Denton County, Texas",Marina Vista Drive,33.05993384999999,-96.9053532,70208.83804,45635.74,4239.560246,1361747.0,1361.75,3730.8,103.5,3089,30531,17,30,0.0545,Medium,Low,High,456185.0,456.18,847.91,0.848,1695820.0,1.696
Warehouse on East State Highway 121,warehouse,"Denton County, Texas",East State Highway 121,33.05950169999999,-96.90630615,77976.49478662832,50684.72,4708.610488,1512406.0,1512.41,4143.6,115.0,3104,30173,17,30,0.0556,Medium,Low,High,506656.0,506.66,941.72,0.942,1883440.0,1.883
Industrial on Dale Earnhardt Way,industrial,"Denton County, Texas",Dale Earnhardt Way,33.031398336525655,-97.25540442,238174.01227592296,154813.11,14382.137919,4619543.0,4619.54,12656.3,351.2,894,7936,2,5,0.0419,High,Low,Low,1547547.0,1547.55,2876.43,2.876,5752860.0,5.753
Schluter Systems,industrial,"Denton County, Texas",Interstate 35W,33.037228194645095,-97.26075668,494718.0563402865,321566.74,29873.550146,9595384.0,9595.38,26288.7,729.6,682,7083,2,4,0.0695,High,Low,Low,3214454.0,3214.45,5974.71,5.975,11949420.0,11.949
Retail on West Stonebrook Parkway,retail,"Denton County, Texas",West Stonebrook Parkway,33.14556457,-96.89276002,24304.81918827335,15798.13,1467.6462769999998,471408.0,471.41,1291.5,35.8,4736,34556,2,7,0.0735,Low,Medium,Low,157922.0,157.92,293.53,0.294,587060.0,0.587
Industrial on North Beach Street,industrial,"Denton County, Texas",North Beach Street,33.00659466147127,-97.28478241,787128.4173575348,511633.47,47530.749363,15266877.0,15266.88,41827.1,1160.8,950,9990,0,8,0.1085,High,Low,Low,5114404.0,5114.4,9506.15,9.506,19012300.0,19.012
Industrial on Dale Earnhardt Way,industrial,"Denton County, Texas",Dale Earnhardt Way,33.0343284,-97.25584745,226368.2435,147139.36,13669.246543999998,4390562.0,4390.56,12028.9,333.8,828,7596,2,4,0.0395,High,Low,Low,1470838.0,1470.84,2733.85,2.734,5467700.0,5.468
Mainfreight,industrial,"Denton County, Texas",Interstate 35W,33.03414189455935,-97.26274492,454586.1791000428,295481.02,27450.186758,8817000.0,8817.0,24156.2,670.4,716,7192,2,3,0.0652,High,Low,Low,2953695.0,2953.7,5490.04,5.49,10980080.0,10.98
Industrial on Northlink Drive,industrial,"Denton County, Texas",Northlink Drive,33.02426314560888,-97.32330541,266747.64792966656,173385.97,16107.556613,5173747.0,5173.75,14174.6,393.4,628,5193,3,4,0.0413,High,Low,Medium,1733205.0,1733.2,3221.51,3.222,6443020.0,6.443
Pegasus Logistics,warehouse,"Denton County, Texas",Northlink Drive,33.02083131232246,-97.32459306,761195.1374205252,494776.84,45964.768436,14763884.0,14763.88,40449.0,1122.6,630,5550,3,4,0.1006,High,Low,Medium,4945901.0,4945.9,9192.95,9.193,18385900.0,18.386
Industrial on Petty Place,industrial,"Denton County, Texas",Petty Place,33.04026899590865,-97.30395436,392421.9753536384,255074.28,23696.400612,7611284.0,7611.28,20852.8,578.7,411,4490,0,6,0.0532,High,Low,Low,2549780.0,2549.78,4739.28,4.739,9478560.0,9.479
Industrial on Luyendyk Lane,industrial,"Denton County, Texas",Luyendyk Lane,33.04070798,-97.30052909,800378.2433376376,520245.86,48330.840394,15523866.0,15523.87,42531.1,1180.3,379,4635,0,6,0.1016,High,Low,Low,5200495.0,5200.5,9666.17,9.666,19332340.0,19.332
Industrial on Victory Circle,industrial,"Denton County, Texas",Victory Circle,33.03255061808873,-97.29510129,271261.1999561575,176319.78,16380.107562,5261291.0,5261.29,14414.5,400.0,402,5324,0,6,0.0385,High,Low,Low,1762532.0,1762.53,3276.02,3.276,6552040.0,6.552
Industrial on Double Eagle Boulevard,industrial,"Denton County, Texas",Double Eagle Boulevard,33.03027134638023,-97.29700047,474187.4107893684,308221.82,28633.807078,9197179.0,9197.18,25197.8,699.3,441,5430,0,6,0.0634,High,Low,Low,3081055.0,3081.06,5726.76,5.727,11453520.0,11.454
Industrial on Victory Circle,industrial,"Denton County, Texas",Victory Circle,33.035237782308016,-97.29639755,361955.39998620655,235271.01,21856.676829,7020365.0,7020.36,19233.9,533.8,386,5088,0,6,0.0491,High,Low,Low,2351822.0,2351.82,4371.34,4.371,8742680.0,8.743
Industrial on Petty Place,industrial,"Denton County, Texas",Petty Place,33.03707417228967,-97.30055049,404922.6404,263199.72,24451.253988,7853743.0,7853.74,21517.1,597.2,414,4794,0,6,0.0547,High,Low,Low,2631004.0,2631.0,4890.25,4.89,9780500.0,9.78
Tom Thumb,commercial,"Denton County, Texas",Cross Timbers Road,33.039891660368895,-97.09775525,63093.42557,41010.73,3809.896817,1223739.0,1223.74,3352.7,93.0,2661,20858,1,3,0.0472,Medium,Low,Low,409953.0,409.95,761.98,0.762,1523960.0,1.524
Technology Exploration and Career Center West,commercial,"Denton County, Texas",West Round Grove Road,33.00548961403857,-97.02283295,88523.48215396093,57540.26,5345.490154,1716971.0,1716.97,4704.0,130.5,3811,42271,2,14,0.0674,Medium,Low,Low,575185.0,575.18,1069.1,1.069,2138200.0,2.138
Industrial on Litsey Road,industrial,"Denton County, Texas",Litsey Road,33.00994484346534,-97.27551876,835140.2438801674,542841.16,50429.943764,16198098.0,16198.1,44378.4,1231.6,1053,10127,1,9,0.1158,High,Low,Low,5426363.0,5426.36,10085.99,10.086,20171980.0,20.172
Industrial on Elizabethtown Cemetery Road,industrial,"Denton County, Texas",Elizabethtown Cemetery Road,33.00259217985812,-97.28037569,438893.7295088823,285280.92,26502.597468,8512634.0,8512.63,23322.3,647.3,1082,11456,0,9,0.0687,High,Low,Low,2851732.0,2851.73,5300.52,5.301,10601040.0,10.601
Texas Health Orthopedic Surgery Center,commercial,"Denton County, Texas",Long Prairie Road,33.05425108582506,-97.07393559,26452.44695492289,17194.09,1597.330961,513063.0,513.06,1405.7,39.0,3564,31205,0,3,0.0563,Low,Low,Low,171876.0,171.88,319.47,0.319,638940.0,0.639
Office on Long Prairie Road,office,"Denton County, Texas",Long Prairie Road,33.051610137614965,-97.07460594,21684.14485583666,14094.69,1309.396701,420578.0,420.58,1152.3,32.0,3639,31272,0,3,0.0568,Low,Low,Low,140894.0,140.89,261.88,0.262,523760.0,0.524
Alcoa Sub-Assembly & Logistics,commercial,"Denton County, Texas",North Elm Street,33.25937906932961,-97.17285817,56561.60870251084,36765.05,3415.473145,1097050.0,1097.05,3005.6,83.4,1085,9394,0,5,0.023,Medium,Low,Low,367512.0,367.51,683.09,0.683,1366180.0,1.366
Warehouse on Blue Mound Road,warehouse,"Denton County, Texas",Blue Mound Road,32.99751214714029,-97.33864868,1035967.0637697926,673378.59,62556.871011,20093267.0,20093.27,55050.0,1527.8,794,7766,0,8,0.136,High,Low,Low,6731244.0,6731.24,12511.37,12.511,25022740.0,25.023
Retail on West University Drive,retail,"Denton County, Texas",West University Drive,33.22080793,-96.87906959,33722.98975827037,21919.94,2036.362426,654080.0,654.08,1792.0,49.7,1894,23525,0,4,0.0323,Low,Low,Low,219117.0,219.12,407.27,0.407,814540.0,0.815
Warehouse on Midway Road,warehouse,"Denton County, Texas",Midway Road,33.045675249999995,-96.9297699,126791.12428850698,82414.23,7656.281966999999,2459198.0,2459.2,6737.5,187.0,2368,25555,0,28,0.0505,Medium,Low,Low,823831.0,823.83,1531.26,1.531,3062520.0,3.063
Warehouse on Leora Lane,warehouse,"Denton County, Texas",Leora Lane,33.058657450000005,-96.9081008,63368.74832586205,41189.69,3826.522201,1229079.0,1229.08,3367.3,93.5,3125,29460,17,31,0.0542,Medium,Low,High,411741.0,411.74,765.3,0.765,1530600.0,1.531
Warehouse on East State Highway 121,warehouse,"Denton County, Texas",East State Highway 121,33.05906912613926,-96.90715687,64147.75519672582,41696.04,3873.562116,1244188.0,1244.19,3408.7,94.6,3121,29854,17,31,0.0542,Medium,Low,High,416803.0,416.8,774.71,0.775,1549420.0,1.549
Office on State Highway 121,office,"Denton County, Texas",State Highway 121,33.038476368339445,-96.92470144,28844.27291034491,18748.78,1741.761662,559454.0,559.45,1532.8,42.5,3985,30468,0,28,0.0629,Low,Medium,Low,187417.0,187.42,348.35,0.348,696700.0,0.697
Warehouse on East State Highway 121,warehouse,"Denton County, Texas",East State Highway 121,33.04757729765682,-96.93970753,120912.60880222464,78593.2,7301.308279999999,2345180.0,2345.18,6425.2,178.3,948,22041,1,24,0.0286,Medium,Low,Low,785635.0,785.64,1460.26,1.46,2920520.0,2.921
Warehouse on Midway Road,warehouse,"Denton County, Texas",Midway Road,33.045231174793585,-96.93432849,422682.7540767953,274743.79,25523.698091,8198212.0,8198.21,22460.9,623.3,1929,24228,1,26,0.0794,High,Low,Low,2746401.0,2746.4,5104.74,5.105,10209480.0,10.209
Warehouse on Midway Road,warehouse,"Denton County, Texas",Midway Road,33.045144553049305,-96.93125323,223217.80678481617,145091.57,13479.006853,4329457.0,4329.46,11861.5,329.2,2287,25243,0,27,0.0608,High,Low,Low,1450368.0,1450.37,2695.8,2.696,5391600.0,5.392
Commercial on West Hebron Parkway,commercial,"Denton County, Texas",West Hebron Parkway,33.020327906699244,-96.93368166,54950.673008441954,35717.94,3318.196626,1065805.0,1065.8,2920.0,81.0,5267,32962,2,17,0.0851,Medium,Medium,Low,357045.0,357.04,663.64,0.664,1327280.0,1.327
Commercial on West Hebron Parkway,commercial,"Denton County, Texas",West Hebron Parkway,33.01960226744164,-96.93222093,40193.08794811489,26125.51,2427.059879,779572.0,779.57,2135.8,59.3,5341,33375,2,16,0.0844,Low,Medium,Low,261157.0,261.16,485.41,0.485,970820.0,0.971
Commercial on Creek Valley Boulevard,commercial,"Denton County, Texas",Creek Valley Boulevard,33.02703775,-96.92892425,36688.383917667255,23847.45,2215.428105,711596.0,711.6,1949.6,54.1,5454,32742,1,31,0.0857,Low,Medium,Low,238385.0,238.38,443.09,0.443,886180.0,0.886
